Gender,Senior Citizen,Marital Status,Dependents,tenure in months,Priority Account,Credit Cards,Loan Account,Netbanking,Debit Card,MobileApp,TechSupport Availed,Zero Balance Account,FDs,Interest Deposited,Paperless Banking,Monthly Average Balance (USD),Yearly Average Balance (USD),Churn,Customer Feedback,Category,Recommendation
1,0,1,1.0,63.0,1.0,1.0,-1.0,0.0,1,1,0.0,1.0,1.0,0,1.0,104.8,6597.25,0.0,The loan application process is very complicated.,2.0,
0,0,1,0.0,1.0,1.0,0.0,-1.0,0.0,0,0,0.0,1.0,0.0,2,0.0,55.2,55.2,1.0,The ATM network is very unreliable.,8.0,
0,0,0,0.0,42.0,1.0,0.0,-1.0,0.0,1,1,1.0,1.0,1.0,2,1.0,103.8,4327.5,0.0,The interest rates on my Savings Account are too low.,3.0,
0,0,1,0.0,2.0,1.0,1.0,-1.0,0.0,0,1,1.0,1.0,1.0,2,1.0,104.4,242.8,1.0,The mobile banking app lacks essential features.,5.0,
0,1,1,0.0,5.0,1.0,1.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,1.0,74.35,334.8,1.0,The loan documentation process is very cumbersome.,2.0,
1,0,1,0.0,72.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,25.4,1710.9,0.0,How do I calculate my loan EMI?,2.0,
1,0,0,0.0,1.0,1.0,0.0,-1.0,0.0,0,1,1.0,0.0,0.0,2,0.0,55.05,55.05,0.0,The branch does not have enough staff.,6.0,
0,1,0,0.0,27.0,1.0,1.0,-1.0,1.0,1,1,0.0,1.0,1.0,1,1.0,110.5,2857.6,0.0,The Credit Card cashback offers are very good.,0.0,
0,0,1,1.0,23.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.0,25.6,514.75,0.0,The Credit Card benefits are very rewarding.,11.0,
1,0,0,0.0,22.0,1.0,1.0,-1.0,0.0,1,0,0.0,0.0,0.0,2,1.0,78.85,1600.25,0.0,The delivery of the Debit Card was faster than expected.,4.0,
1,0,0,1.0,63.0,0.0,0.0,-1.0,1.0,1,0,1.0,0.0,0.0,1,1.0,40.6,2588.95,0.0,The Savings Account opening process is very easy.,3.0,
1,0,0,0.0,2.0,1.0,0.0,-1.0,1.0,1,0,0.0,0.0,0.0,2,1.0,53.85,108.15,1.0,The loan documentation process is very complicated.,2.0,
1,0,0,0.0,70.0,0.0,0.0,-1.0,0.0,0,0,1.0,0.0,1.0,0,1.0,40.05,2799.75,0.0,The ATM withdrawal limit is too low.,8.0,
1,0,1,1.0,67.0,1.0,1.0,-1.0,0.0,1,1,0.0,1.0,1.0,1,1.0,105.4,6989.45,0.0,The branch has a very long wait time.,6.0,
0,0,1,1.0,15.0,1.0,1.0,-1.0,0.0,1,1,0.0,1.0,1.0,2,1.0,105.35,1559.25,0.0,What is the processing time for a Loan?,2.0,
1,0,1,1.0,72.0,0.0,0.0,-1.0,1.0,1,1,1.0,0.0,1.0,0,1.0,55.45,4179.2,0.0,The ATM network is very unreliable.,8.0,
0,1,0,0.0,20.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,1.0,2,1.0,81.45,1671.6,0.0,The Savings Account opening process was very smooth.,3.0,
0,1,0,0.0,6.0,1.0,0.0,-1.0,0.0,0,0,0.0,1.0,1.0,2,1.0,89.35,567.8,0.0,The Credit Card billing process is confusing.,0.0,
0,0,1,1.0,23.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,20.05,415.1,0.0,The loan interest rates are very competitive.,2.0,
0,0,0,1.0,13.0,0.0,0.0,-1.0,0.0,1,0,0.0,0.0,0.0,2,0.0,30.15,382.2,0.0,My Debit Card is not reading the chip.,10.0,
0,1,1,0.0,66.0,1.0,1.0,-1.0,0.0,1,1,0.0,1.0,1.0,1,0.0,104.6,6819.45,0.0,"The Current Account services are excellent, especially for business transactions.",1.0,
0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,1.0,19.9,19.9,1.0,The ATM network is unreliable.,8.0,
1,0,0,0.0,16.0,1.0,0.0,-1.0,0.0,0,0,1.0,0.0,0.0,2,1.0,74.55,1170.5,0.0,The bank's security measures are very reassuring.,9.0,
1,0,0,0.0,43.0,1.0,1.0,-1.0,0.0,0,0,0.0,1.0,1.0,1,0.0,94.35,3921.3,0.0,The loan approval process was straightforward and hassle-free.,2.0,
1,0,1,0.0,45.0,1.0,0.0,-1.0,1.0,1,1,0.0,1.0,1.0,1,0.0,78.8,3597.5,0.0,How do I set up online banking for my account?,9.0,
1,0,1,1.0,62.0,1.0,0.0,-1.0,1.0,0,1,1.0,0.0,1.0,1,0.0,71.4,4487.3,0.0,How do I dispute a charge on my Credit Card?,11.0,
1,0,1,1.0,65.0,1.0,1.0,-1.0,1.0,1,0,0.0,0.0,1.0,0,1.0,69.55,4459.15,0.0,The loan customer service is very helpful.,2.0,
1,0,1,1.0,71.0,1.0,1.0,-1.0,1.0,1,1,1.0,1.0,1.0,0,0.0,90.4,6668.05,0.0,The process of opening a Current Account took too long.,1.0,
0,0,0,0.0,65.0,1.0,0.0,-1.0,1.0,1,0,1.0,0.0,0.0,0,1.0,59.6,3739.8,0.0,The loan processing fees were not clearly communicated.,2.0,
0,0,0,0.0,13.0,1.0,0.0,-1.0,0.0,1,1,0.0,0.0,0.0,2,1.0,81.15,952.3,1.0,I faced difficulty in getting my Credit Card activated.,11.0,
1,0,1,0.0,64.0,1.0,1.0,-1.0,0.0,1,0,1.0,1.0,1.0,0,1.0,105.25,6823.4,0.0,What is the interest rate for a Car Loan?,2.0,
1,0,1,1.0,68.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,25.4,1620.2,0.0,Can I request a bank statement online?,9.0,
0,0,0,0.0,42.0,0.0,0.0,-1.0,1.0,1,1,1.0,0.0,1.0,1,1.0,54.75,2348.45,0.0,The Savings Account interest rates are very competitive.,3.0,
0,0,1,1.0,15.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,2,1.0,25.25,394.85,0.0,The loan repayment terms are very flexible.,2.0,
0,1,0,0.0,1.0,1.0,1.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,1.0,72.1,72.1,0.0,The loan documentation process is very cumbersome.,2.0,
0,0,1,0.0,59.0,1.0,1.0,-1.0,1.0,1,1,1.0,0.0,1.0,1,1.0,107.0,6152.3,0.0,The customer service representatives for Credit Cards are very rude.,11.0,
0,0,1,1.0,61.0,1.0,1.0,-1.0,1.0,1,1,1.0,1.0,1.0,0,0.0,88.1,5526.75,0.0,The delivery of the Debit Card was faster than expected.,4.0,
1,0,0,0.0,1.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,1.0,69.55,69.55,1.0,The loan documentation process is cumbersome.,2.0,
1,0,0,0.0,48.0,1.0,1.0,-1.0,0.0,1,1,0.0,1.0,1.0,0,1.0,108.1,5067.45,0.0,The bank's helpline is always available.,9.0,
0,0,1,0.0,52.0,1.0,1.0,-1.0,0.0,1,0,1.0,1.0,1.0,2,1.0,102.7,5138.1,0.0,I am happy with the quick response from customer support.,,
1,0,1,1.0,72.0,1.0,1.0,-1.0,1.0,1,1,1.0,1.0,1.0,0,0.0,89.85,6562.9,0.0,The fixed deposit interest rates are very attractive.,7.0,
0,0,0,0.0,3.0,1.0,1.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,1.0,75.1,270.7,1.0,The Debit Card is not accepted at many places.,10.0,
0,0,0,0.0,3.0,0.0,0.0,-1.0,0.0,0,0,0.0,1.0,0.0,2,1.0,34.8,113.95,0.0,The online banking security features are excellent.,12.0,
0,0,1,1.0,60.0,0.0,0.0,-1.0,1.0,0,1,1.0,1.0,1.0,0,0.0,59.85,3590.2,0.0,The Savings Account service charges are too high.,3.0,
1,0,0,0.0,45.0,0.0,0.0,-1.0,1.0,0,1,1.0,0.0,0.0,1,0.0,42.3,1840.75,0.0,The overall banking services are satisfactory and meet my needs.,9.0,
1,0,1,1.0,70.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,20.05,1360.25,0.0,The ATM withdrawal limit is too low.,8.0,
1,0,1,1.0,72.0,1.0,1.0,-1.0,0.0,1,0,0.0,1.0,0.0,1,1.0,89.7,6588.95,0.0,The ATM fees are too high.,8.0,
0,0,0,0.0,63.0,1.0,0.0,-1.0,0.0,0,1,1.0,1.0,0.0,1,1.0,90.05,5817,0.0,I am pleased with the user-friendly online banking portal.,12.0,
1,0,1,1.0,49.0,1.0,0.0,-1.0,1.0,1,0,1.0,0.0,0.0,2,0.0,59.6,2970.3,0.0,The Debit Card is not accepted at many places.,10.0,
0,0,0,0.0,27.0,1.0,0.0,-1.0,1.0,1,0,0.0,0.0,0.0,2,1.0,56.7,1652.95,0.0,The Current Account statements are very clear and detailed.,1.0,
0,0,0,0.0,2.0,1.0,0.0,-1.0,0.0,0,0,0.0,1.0,0.0,2,1.0,80.65,144.15,1.0,The mobile banking app does not support multiple accounts.,5.0,
1,1,1,0.0,2.0,1.0,0.0,-1.0,0.0,0,1,0.0,1.0,1.0,2,1.0,95.5,181.65,0.0,The customer support for Credit Card issues is very responsive.,11.0,
0,0,1,1.0,22.0,1.0,0.0,-1.0,0.0,1,0,0.0,0.0,1.0,2,0.0,83.3,1845.9,1.0,The process of opening a Current Account took too long.,1.0,
1,0,0,0.0,37.0,1.0,0.0,-1.0,0.0,1,0,0.0,1.0,1.0,2,1.0,96.1,3646.8,0.0,I am happy with the fixed deposit renewal process.,7.0,
0,0,0,1.0,51.0,0.0,0.0,-1.0,1.0,0,1,1.0,1.0,1.0,1,0.0,60.15,3077,0.0,The Current Account management is very convenient.,1.0,
1,0,0,1.0,30.0,1.0,0.0,-1.0,0.0,1,1,0.0,1.0,0.0,1,0.0,64.5,1929.95,0.0,My Credit Card statement has an error.,0.0,
0,0,1,1.0,50.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,20.15,930.9,0.0,"The Current Account services are excellent, especially for business transactions.",1.0,
1,0,1,1.0,40.0,1.0,1.0,-1.0,0.0,0,1,0.0,1.0,1.0,2,1.0,74.55,3015.75,0.0,Can I get a supplementary Credit Card for my family member?,11.0,
0,0,1,1.0,72.0,1.0,1.0,-1.0,1.0,1,0,1.0,1.0,0.0,0,0.0,99.9,7251.7,0.0,My Savings Account was closed without proper notification.,3.0,
0,0,0,0.0,25.0,1.0,1.0,-1.0,0.0,0,0,0.0,1.0,0.0,2,1.0,84.6,2088.05,0.0,The rewards program for Credit Cards is very beneficial.,11.0,
1,0,0,0.0,69.0,0.0,0.0,-1.0,1.0,1,0,1.0,1.0,1.0,0,1.0,60.05,4176.7,0.0,The mobile app has frequent downtime.,5.0,
1,0,0,0.0,62.0,1.0,1.0,-1.0,0.0,0,1,0.0,1.0,1.0,1,1.0,96.75,6125.4,1.0,The Debit Card PIN reset process is confusing.,10.0,
0,0,0,0.0,5.0,1.0,0.0,-1.0,0.0,1,0,0.0,0.0,0.0,2,0.0,50.55,244.75,0.0,I want to open a Savings Account.,3.0,
1,0,0,0.0,34.0,1.0,1.0,-1.0,1.0,1,1,1.0,1.0,1.0,1,0.0,116.25,3899.05,0.0,The bank's fraud protection services are very effective.,9.0,
0,1,0,0.0,56.0,1.0,1.0,-1.0,1.0,0,1,1.0,0.0,1.0,0,0.0,73.25,4054.2,0.0,The Current Account statement is very easy to access.,1.0,
0,0,1,0.0,20.0,1.0,1.0,-1.0,1.0,0,0,0.0,0.0,0.0,2,0.0,82.4,1592.35,1.0,The customer service representatives for Credit Cards are very rude.,11.0,
1,0,1,1.0,25.0,1.0,0.0,-1.0,0.0,1,0,0.0,0.0,0.0,2,1.0,75.5,1901.05,0.0,I had issues with unauthorized charges on my Credit Card.,11.0,
1,0,1,0.0,35.0,1.0,1.0,-1.0,0.0,0,0,1.0,1.0,0.0,2,1.0,91.5,3236.35,0.0,The bank's security measures are not up to the mark.,9.0,
0,0,1,1.0,72.0,1.0,1.0,-1.0,1.0,1,0,1.0,0.0,0.0,0,1.0,90.35,6563.4,0.0,The loan prepayment charges are too high.,2.0,
0,0,1,1.0,63.0,1.0,1.0,-1.0,1.0,1,1,0.0,1.0,0.0,2,1.0,100.55,6215.35,1.0,The mobile banking app does not support my device.,5.0,
1,0,1,1.0,23.0,1.0,0.0,-1.0,0.0,1,1,1.0,0.0,0.0,1,0.0,86.8,1940.8,0.0,The ATM withdrawal limit is too low.,8.0,
1,0,0,0.0,24.0,1.0,1.0,-1.0,0.0,1,0,0.0,0.0,0.0,2,1.0,80.25,1861.5,1.0,The ATM is often out of service.,8.0,
0,0,1,1.0,52.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1.0,20.4,1090.65,0.0,The loan application process is very complicated.,2.0,
0,0,1,1.0,45.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1.0,25.9,1216.6,0.0,The replacement process for lost Debit Cards is very efficient.,4.0,
1,0,0,0.0,10.0,1.0,1.0,-1.0,0.0,0,0,0.0,1.0,0.0,2,1.0,86.05,834.1,1.0,The loan prepayment charges are too high.,2.0,
1,0,1,1.0,71.0,1.0,0.0,-1.0,0.0,1,0,1.0,1.0,1.0,0,1.0,73.35,5154.5,0.0,Can I have multiple Savings Accounts?,3.0,
1,0,0,1.0,22.0,1.0,1.0,-1.0,0.0,1,0,0.0,1.0,0.0,2,1.0,89.1,1949.4,0.0,How do I get a passbook for my Savings Account?,3.0,
1,0,0,0.0,1.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,0.0,44.4,44.4,1.0,The Savings Account minimum balance requirement is too high.,3.0,
0,1,0,0.0,7.0,1.0,0.0,-1.0,1.0,0,0,0.0,0.0,0.0,2,0.0,76.45,503.6,1.0,The Debit Card PIN reset process is very confusing.,10.0,
0,0,0,0.0,11.0,1.0,0.0,-1.0,0.0,0,1,1.0,0.0,1.0,1,0.0,64.9,697.25,0.0,The ATM network is very unreliable.,8.0,
0,1,0,0.0,7.0,1.0,0.0,-1.0,0.0,0,0,0.0,1.0,1.0,2,1.0,89.15,574.35,0.0,The ATM fees are too high.,8.0,
0,0,0,1.0,18.0,1.0,1.0,-1.0,1.0,0,0,0.0,0.0,1.0,2,0.0,64.8,1166.7,0.0,The online banking transactions are very secure.,12.0,
0,0,0,0.0,28.0,1.0,0.0,-1.0,1.0,0,0,1.0,0.0,0.0,1,0.0,54.3,1546.3,0.0,The Credit Card customer service is very responsive.,0.0,
0,0,0,0.0,3.0,1.0,0.0,-1.0,0.0,0,1,0.0,0.0,0.0,2,1.0,74.75,238.1,0.0,My Credit Card limit has been reduced.,0.0,
0,0,0,0.0,10.0,0.0,0.0,-1.0,1.0,0,0,0.0,0.0,0.0,2,0.0,29.75,301.9,0.0,I want to apply for a home loan. What documents are required?,2.0,
0,0,0,0.0,10.0,0.0,0.0,-1.0,0.0,0,0,1.0,0.0,0.0,0,1.0,29.6,299.05,0.0,The fixed deposit interest rates are very attractive.,7.0,
1,0,0,1.0,13.0,1.0,0.0,-1.0,0.0,0,0,0.0,1.0,0.0,2,1.0,78.3,1033.95,0.0,The overdraft protection for Current Accounts is very helpful.,1.0,
0,0,1,0.0,72.0,1.0,1.0,-1.0,1.0,0,1,1.0,1.0,0.0,0,1.0,98.2,7015.9,0.0,The delivery of the Debit Card was faster than expected.,4.0,
1,0,1,1.0,34.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,1.0,1,1.0,78.95,2647.2,0.0,The loan interest rates are not competitive.,2.0,
0,1,1,0.0,27.0,1.0,0.0,-1.0,1.0,0,0,0.0,0.0,0.0,2,1.0,75.2,1929.35,1.0,The ATM fees are too high.,8.0,
1,0,1,0.0,49.0,1.0,1.0,-1.0,1.0,1,0,0.0,1.0,0.0,2,1.0,93.85,4733.1,0.0,My Credit Card is not working abroad.,0.0,
0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,19.9,19.9,0.0,Can I get a checkbook for my Current Account?,1.0,
0,1,0,0.0,19.0,1.0,0.0,-1.0,1.0,1,0,1.0,1.0,1.0,2,1.0,105.0,2007.25,0.0,The rewards program for Credit Cards is very beneficial.,11.0,
1,0,0,0.0,68.0,1.0,1.0,-1.0,1.0,1,1,0.0,0.0,1.0,1,1.0,76.9,5023,0.0,The Savings Account opening process is very easy.,3.0,
1,0,0,0.0,1.0,1.0,1.0,-1.0,0.0,1,0,0.0,0.0,1.0,2,1.0,90.85,90.85,1.0,The customer service for my Loan is unresponsive.,2.0,
0,0,1,0.0,35.0,1.0,0.0,-1.0,1.0,0,0,0.0,1.0,0.0,1,1.0,62.15,2215.45,0.0,The branch is not accessible for disabled customers.,6.0,
1,0,0,1.0,3.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,20.85,60.65,0.0,The Debit Card delivery is very delayed.,10.0,
1,0,1,0.0,1.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,0.0,70.0,70,1.0,The Current Account customer service is very poor.,1.0,
1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1.0,20.2,20.2,0.0,I appreciate the low fees on my Savings Account.,3.0,
1,0,0,0.0,1.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,1.0,45.7,45.7,1.0,The branch is always crowded and slow.,6.0,
0,1,0,0.0,56.0,1.0,1.0,-1.0,0.0,1,1,1.0,1.0,0.0,0,1.0,99.9,5706.3,0.0,The fixed deposit rates are not competitive.,7.0,
0,0,1,0.0,46.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,,1,1.0,24.45,1066.15,0.0,The Current Account management is very convenient.,1.0,
1,1,0,0.0,8.0,1.0,0.0,-1.0,0.0,1,0,0.0,0.0,0.0,2,1.0,74.5,606.55,1.0,The loan application process is very complicated.,2.0,
1,1,0,0.0,18.0,1.0,1.0,-1.0,0.0,0,0,0.0,1.0,1.0,2,1.0,95.45,1752.55,1.0,The branch is always very crowded.,6.0,
1,0,0,1.0,5.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,20.2,83.75,0.0,The fixed deposit renewal process is very easy.,7.0,
1,0,0,0.0,16.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,19.75,284.35,0.0,I forgot my Debit Card PIN. How can I reset it?,4.0,
1,0,1,0.0,72.0,1.0,1.0,-1.0,1.0,1,1,1.0,1.0,1.0,0,1.0,92.0,6782.15,0.0,My Credit Card is not generating a statement.,0.0,
1,0,1,0.0,10.0,1.0,1.0,-1.0,0.0,0,0,0.0,0.0,1.0,2,1.0,85.25,855.3,1.0,The branch has a very long wait time.,6.0,
0,1,0,0.0,66.0,1.0,1.0,-1.0,0.0,0,1,1.0,1.0,1.0,1,1.0,102.85,6976.75,0.0,I am happy with the efficient customer support.,,
1,0,1,0.0,45.0,1.0,1.0,-1.0,0.0,1,0,0.0,0.0,0.0,2,0.0,81.4,3775.85,0.0,The Current Account management is very convenient.,1.0,
0,0,1,1.0,6.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,19.7,113.5,0.0,What are the daily withdrawal limits for Debit Cards?,4.0,
1,0,0,1.0,17.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,1,0.0,44.6,681.4,0.0,The bank's fraud protection measures are inadequate.,9.0,
0,0,1,1.0,8.0,1.0,0.0,-1.0,0.0,0,0,1.0,1.0,1.0,2,1.0,68.55,564.35,0.0,The Current Account maintenance charges are too high.,1.0,
0,0,1,1.0,14.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,25.55,372.45,0.0,The branch does not have enough seating.,6.0,
1,0,1,1.0,66.0,1.0,1.0,-1.0,1.0,0,1,1.0,1.0,1.0,0,1.0,84.0,5714.25,0.0,My Savings Account statements are always incorrect.,3.0,
0,0,0,0.0,26.0,0.0,0.0,-1.0,0.0,0,1,0.0,1.0,1.0,2,1.0,50.35,1277.5,0.0,The ATM is often out of service.,8.0,
0,0,0,0.0,3.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,19.85,57.2,0.0,The online banking security features are excellent.,12.0,
1,1,0,0.0,24.0,1.0,1.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,1.0,76.1,1712.7,1.0,The bank's fraud protection measures are inadequate.,9.0,
1,0,1,0.0,58.0,1.0,1.0,-1.0,0.0,0,1,0.0,1.0,1.0,1,0.0,100.35,5681.1,0.0,The loan prepayment charges are too high.,2.0,
0,0,0,1.0,41.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1.0,20.25,865,0.0,My Savings Account was closed without proper notification.,3.0,
0,0,1,1.0,56.0,1.0,1.0,-1.0,0.0,1,1,1.0,0.0,1.0,1,1.0,99.75,5608.4,0.0,The loan approval process took too long.,2.0,
1,1,1,0.0,1.0,0.0,0.0,-1.0,0.0,1,0,0.0,1.0,0.0,2,0.0,40.2,40.2,1.0,The loan prepayment charges are too high.,2.0,
1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,20.25,20.25,0.0,The loan prepayment charges are too high.,2.0,
1,1,1,1.0,38.0,1.0,1.0,-1.0,0.0,1,0,0.0,1.0,1.0,2,0.0,101.15,3741.85,0.0,The fixed deposit maturity process is very efficient.,7.0,
1,1,1,0.0,49.0,1.0,1.0,-1.0,0.0,1,0,0.0,0.0,1.0,2,0.0,90.05,4547.25,1.0,The Debit Card activation process took too long.,4.0,
0,1,1,0.0,65.0,1.0,0.0,-1.0,1.0,1,1,0.0,0.0,1.0,2,0.0,94.4,6126.15,0.0,The mobile banking app is very user-friendly.,5.0,
1,0,1,1.0,53.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,25.55,1336.1,0.0,The loan prepayment charges are too high.,2.0,
1,0,0,0.0,14.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,20.4,275.7,0.0,The mobile app is very slow and crashes often.,5.0,
1,0,0,0.0,59.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,19.35,1099.6,1.0,The mobile app does not have biometric login.,5.0,
1,0,0,0.0,9.0,1.0,1.0,-1.0,0.0,1,0,0.0,1.0,1.0,2,1.0,99.3,918.75,0.0,The Debit Card delivery is very delayed.,10.0,
1,0,1,0.0,23.0,1.0,0.0,-1.0,1.0,0,0,0.0,0.0,1.0,2,1.0,59.95,1406,0.0,My Credit Card is not accepted online.,0.0,
0,0,1,1.0,3.0,0.0,0.0,-1.0,0.0,1,0,0.0,0.0,1.0,2,0.0,40.3,92.5,0.0,The bank's website is very easy to navigate.,9.0,
0,0,1,0.0,63.0,1.0,1.0,-1.0,0.0,0,0,1.0,0.0,0.0,1,1.0,81.2,4965.1,0.0,The mobile banking app does not support my device.,5.0,
0,0,0,0.0,4.0,0.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,1.0,24.25,96.05,1.0,The ATM network is very unreliable.,8.0,
1,0,0,0.0,22.0,1.0,1.0,-1.0,0.0,0,0,0.0,1.0,1.0,2,1.0,95.1,2162.6,0.0,The online banking transactions are very secure.,12.0,
1,0,1,1.0,65.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,19.9,1292.6,0.0,The customer support for Credit Cards is very unresponsive.,11.0,
1,1,0,0.0,71.0,0.0,0.0,-1.0,1.0,1,0,0.0,1.0,1.0,1,1.0,56.45,3985.35,0.0,The Current Account online banking features are very convenient.,1.0,
1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,20.05,20.05,0.0,How do I deposit cash into my Current Account?,1.0,
1,0,0,1.0,57.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.0,19.6,1170.55,0.0,The Credit Card travel benefits are very good.,0.0,
0,0,1,0.0,50.0,1.0,1.0,-1.0,1.0,1,0,1.0,1.0,1.0,1,0.0,108.55,5610.7,1.0,The loan processing time is too long.,2.0,
1,0,0,0.0,1.0,0.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,0.0,24.8,24.8,1.0,The mobile banking app does not support my device.,5.0,
1,0,1,0.0,6.0,1.0,0.0,-1.0,0.0,1,1,0.0,0.0,1.0,2,1.0,91.0,531,1.0,The Debit Card PIN reset process is very confusing.,10.0,
0,0,0,0.0,65.0,1.0,1.0,-1.0,1.0,1,1,0.0,1.0,1.0,2,1.0,111.05,7107,0.0,How do I get a Current Account statement by post?,1.0,
0,0,1,0.0,63.0,1.0,1.0,-1.0,1.0,1,0,0.0,1.0,1.0,1,1.0,79.7,4786.15,0.0,The online banking interface is very user-friendly.,12.0,
1,0,0,0.0,2.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,0.0,44.35,81.25,1.0,The loan documentation process is very complicated.,2.0,
1,0,0,0.0,11.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,1.0,20.45,237.3,0.0,The branch is always very crowded.,6.0,
1,0,1,1.0,10.0,1.0,0.0,-1.0,0.0,1,0,0.0,,0.0,1,0.0,49.55,475.7,0.0,I am happy with the fixed deposit tenure options.,7.0,
0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,1.0,19.25,19.25,0.0,Can I set up direct deposit to my Savings Account?,3.0,
0,0,0,0.0,41.0,1.0,0.0,-1.0,0.0,1,0,1.0,1.0,1.0,0,1.0,98.8,3959.15,0.0,The loan interest rate was increased without any prior notice.,2.0,
1,0,0,0.0,4.0,1.0,0.0,-1.0,0.0,0,1,1.0,0.0,1.0,2,1.0,90.4,356.65,0.0,What is the maximum loan amount I can apply for?,2.0,
0,1,1,0.0,48.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,1.0,70.65,3545.05,0.0,The customer support for Debit Card issues is very efficient.,4.0,
0,0,0,0.0,12.0,1.0,1.0,-1.0,1.0,1,1,0.0,0.0,1.0,2,1.0,99.7,1238.45,1.0,The loan prepayment charges are too high.,2.0,
1,0,0,0.0,72.0,1.0,1.0,-1.0,1.0,1,1,1.0,0.0,0.0,0,0.0,69.65,4908.25,0.0,I was charged an incorrect fee on my Savings Account.,3.0,
1,0,0,0.0,51.0,1.0,1.0,-1.0,0.0,0,0,0.0,0.0,1.0,2,0.0,83.4,4149.45,0.0,The cashback offers on Credit Cards are very attractive.,11.0,
0,0,0,0.0,22.0,1.0,1.0,-1.0,0.0,0,0,0.0,1.0,0.0,2,1.0,84.15,1821.95,0.0,The loan interest rates are not competitive.,2.0,
0,0,0,0.0,8.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1.0,19.2,161.95,0.0,The Current Account mobile app is very user-friendly.,1.0,
0,0,0,0.0,43.0,1.0,1.0,-1.0,0.0,1,1,1.0,1.0,1.0,1,0.0,85.1,3662.25,0.0,How can I transfer money from my Current Account?,1.0,
1,1,0,0.0,33.0,0.0,0.0,-1.0,0.0,0,1,1.0,1.0,1.0,2,1.0,54.6,1803.7,0.0,I am happy with the cashback offers on my Credit Card.,0.0,
0,0,1,1.0,25.0,0.0,0.0,-1.0,1.0,1,1,0.0,1.0,1.0,2,1.0,58.6,1502.65,1.0,The loan documentation process is very complicated.,2.0,
0,0,1,0.0,42.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,25.25,1108.2,0.0,How do I get a Savings Account statement by branch visit?,3.0,
0,0,1,1.0,27.0,1.0,0.0,-1.0,1.0,1,1,1.0,0.0,0.0,1,0.0,66.15,1874.45,0.0,My Current Account statements are very hard to understand.,1.0,
